r2,rmse,rel_rmse,spearman,r2_extra,target,feature_set,method,r2_extra_lo,r2_extra_hi,mean,n
-0.04039946785407489,0.3475816125523973,0.20098510219058535,0.01831683645996263,0.0,hip_abd_moment,L0,ridge,0.0,0.0,1.7293899337016576,181
-0.12997739225328364,0.362236000675414,0.20945883494306522,0.11842030054844302,-0.08609954845898948,hip_abd_moment,L0,gbm,-0.3403803986801773,0.12250070679891059,1.7293899337016576,181
0.019391583554826397,0.337446199500274,0.1951244152196435,0.24742198148473749,0.05746932140615779,hip_abd_moment,L1,ridge,-0.10516592962144986,0.2078787624452017,1.7293899337016576,181
0.0023709948695727068,0.3403621565602945,0.1968105341238857,0.2697533553594403,0.041109654555923414,hip_abd_moment,L1,gbm,-0.17044706892866424,0.2109275387132108,1.7293899337016576,181
0.13439370584031385,0.3170420999282367,0.18332597741541531,0.438046667880922,0.1680058276605204,hip_abd_moment,L2,ridge,-0.0031342460353078116,0.36273298322075015,1.7293899337016576,181
0.037412798506893274,0.33433109794211163,0.19332314328122377,0.3255264948670052,0.07479075947766833,hip_abd_moment,L2,gbm,-0.11050884391210787,0.26292826380110285,1.7293899337016576,181
0.11983963655404994,0.319696319511299,0.18486074960955035,0.4007953372594256,0.15401690346750518,hip_abd_moment,L3,ridge,-0.031115303694576494,0.3541319055459585,1.7293899337016576,181
0.01806036403445288,0.3376751709257652,0.19525681533429037,0.331481409349864,0.05618979410774483,hip_abd_moment,L3,gbm,-0.1419449690243178,0.264192314879387,1.7293899337016576,181
0.05317181454225284,0.33158304989556137,0.1917341158484873,0.29160747171796897,0.08993784146134531,hip_abd_moment,Lang,ridge,-0.01867491251499841,0.20468210813284682,1.7293899337016576,181
-0.059601876265941156,0.35077456308667726,0.20283138941133125,0.2629096627262208,-0.018456764930371516,hip_abd_moment,Lang,gbm,-0.22463952933873263,0.19494221947593837,1.7293899337016576,181
0.20663905412682027,0.19925214932819574,0.08071746934825978,0.5442018754089328,0.0,vgrf_peak_bw,L0,ridge,0.0,0.0,2.468513333445971,181
0.15159921989824776,0.20604787284487028,0.08347043139411914,0.5259892579072548,-0.06937552763956023,vgrf_peak_bw,L0,gbm,-0.3887305788638735,0.15148627981017077,2.468513333445971,181
0.5120324701993119,0.15626548634614454,0.06330348077480408,0.7822760947668033,0.38493628613943554,vgrf_peak_bw,L1,ridge,0.030064531818899752,0.6826853925019145,2.468513333445971,181
0.40467993485786347,0.17260082455715503,0.06992096101673043,0.7741626693417994,0.24962267396850213,vgrf_peak_bw,L1,gbm,-0.34044629928537595,0.699941814342086,2.468513333445971,181
0.3558782292473053,0.17953602061970764,0.07273042368747537,0.7054189714342126,0.1881100599881823,vgrf_peak_bw,L2,ridge,-0.0893527191839177,0.579456670725387,2.468513333445971,181
0.10823822981060804,0.2112477203027945,0.08557690065538313,0.5147868550720384,-0.12403033553398757,vgrf_peak_bw,L2,gbm,-0.3169142582643574,0.1350842154617593,2.468513333445971,181
0.4989328281549227,0.1583490932875317,0.06414755437698247,0.7702744066716256,0.36842470699941177,vgrf_peak_bw,L3,ridge,0.11132598849681759,0.702020345431338,2.468513333445971,181
0.47466521522614535,0.1621383260603972,0.06568258063004137,0.7821127862230448,0.3378363435880162,vgrf_peak_bw,L3,gbm,-0.03061896145966419,0.6863934285973288,2.468513333445971,181
0.15073460340729194,0.20615283916899052,0.08351295347520254,0.48113678644127456,-0.0704653424274615,vgrf_peak_bw,Lang,ridge,-0.22086806641629692,0.01780410594764737,2.468513333445971,181
0.17373361027843193,0.20334226154425492,0.08237438250349459,0.5242689662014021,-0.04147600662668416,vgrf_peak_bw,Lang,gbm,-0.26517849393228876,0.10169769525698666,2.468513333445971,181
0.5100437856576121,19.739862352987533,0.3086226160958801,0.6855898757232923,0.0,loading_rate_bw_s,L0,ridge,0.0,0.0,63.96116591421456,181
0.36937301652352983,22.395035724255088,0.35013488894638917,0.6170595259481139,-0.2871088579270058,loading_rate_bw_s,L0,gbm,-0.4795498153495157,-0.1432226552192846,63.96116591421456,181
0.5656826777683868,18.58527794064386,0.29057128141739386,0.7481894708972593,0.11355890686161085,loading_rate_bw_s,L1,ridge,-0.04832486067016212,0.2656477369377549,63.96116591421456,181
0.43174815812909184,21.25866121001897,0.33236825667829956,0.6720223428641365,-0.15980127455594673,loading_rate_bw_s,L1,gbm,-0.5595641356954824,0.14482742535863505,63.96116591421456,181
0.5086793517935082,19.767329104733584,0.30905204466168973,0.7167047138493743,-0.0027848077525360893,loading_rate_bw_s,L2,ridge,-0.2633970966035072,0.19632761286800274,63.96116591421456,181
0.5392911177094374,19.141623839780074,0.2992694639971547,0.7207441857231288,0.059693766903397005,loading_rate_bw_s,L2,gbm,-0.32465042135367533,0.3148412684863275,63.96116591421456,181
0.6549005012801685,16.566762604550572,0.2590128301721407,0.8209174215984336,0.2956523692978993,loading_rate_bw_s,L3,ridge,0.13117554274142929,0.4237378022818078,63.96116591421456,181
0.6203637242895044,17.375981155662643,0.2716645468747006,0.7664363092029693,0.22516285211314668,loading_rate_bw_s,L3,gbm,-0.08695196354050914,0.44834584900444807,63.96116591421456,181
0.5061010017217106,19.819128681305813,0.3098619044544537,0.7078769702054274,-0.008047216915481936,loading_rate_bw_s,Lang,ridge,-0.08811314971772445,0.07303871612750308,63.96116591421456,181
0.43123555388145796,21.268247473367968,0.33251813298546157,0.6607514818344715,-0.16084749916261276,loading_rate_bw_s,Lang,gbm,-0.33764471265000845,-0.028851433898846215,63.96116591421456,181
